,Insertion,Simple Query 1,Simple Query 2,Complex Query 1,Complex Query 2
MongoDB,283.8783075809479,6.914138793945312e-05,0.00011801719665527344,1.3009397983551025,17777.598061800003
MySQL,417.4672393798828,1.0223426818847656,0.23813962936401367,0.026511430740356445,48.5280385017395
